,alpha,beta,gamma,tau,scf_cs,nn_scf_cs
547,22,0.3,26,0.8,24.44068903,24.193054
548,31,0.3,26,0.8,24.46298646,24.376907
549,40,0.3,26,0.8,24.47457943,24.28824
550,4,0.4,26,0.8,11.53743044,11.985009
551,13,0.4,26,0.8,26.11497157,25.78383
552,22,0.4,26,0.8,28.27008869,28.468138
553,31,0.4,26,0.8,28.29901058,28.658289
554,40,0.4,26,0.8,28.314694,28.567417
555,4,0.5,26,0.8,10.35389652,10.7811575
556,13,0.5,26,0.8,28.83760958,28.445875
557,22,0.5,26,0.8,31.29102208,31.296152
558,31,0.5,26,0.8,31.32295766,31.422882
559,40,0.5,26,0.8,31.34024677,31.330292
560,4,0.6,26,0.8,9.509864552,10.054758
561,13,0.6,26,0.8,30.41481644,29.969372
562,22,0.6,26,0.8,32.82087999,32.52506
563,31,0.6,26,0.8,32.85167375,32.613747
564,40,0.6,26,0.8,32.8679852,32.5449
565,4,0.7,26,0.8,9.498104755,9.7464485
566,13,0.7,26,0.8,30.75867993,30.491177
567,22,0.7,26,0.8,32.73244181,32.61955
568,31,0.7,26,0.8,32.83129379,32.666275
569,40,0.7,26,0.8,32.8446134,32.60539
570,4,0.2,32,0.8,14.78181427,14.986319
571,13,0.2,32,0.8,21.6472726,21.47421
572,22,0.2,32,0.8,23.65294304,23.739218
573,31,0.2,32,0.8,23.68598717,23.876999
574,40,0.2,32,0.8,23.69991384,23.686726
575,4,0.3,32,0.8,14.72098257,15.365589
576,13,0.3,32,0.8,26.39471148,25.743582
577,22,0.3,32,0.8,29.66871621,29.891012
578,31,0.3,32,0.8,29.7223323,30.212772
579,40,0.3,32,0.8,29.74712209,30.124813
580,4,0.4,32,0.8,13.36297456,14.130391
581,13,0.4,32,0.8,30.22968658,29.549685
582,22,0.4,32,0.8,34.60804104,34.68483
583,31,0.4,32,0.8,34.67877044,34.922306
584,40,0.4,32,0.8,34.71175771,34.7906
585,4,0.5,32,0.8,11.54586085,12.583806
586,13,0.5,32,0.8,32.91321929,32.50975
587,22,0.5,32,0.8,37.91909271,38.063213
588,31,0.5,32,0.8,37.99838606,38.30226
589,40,0.5,32,0.8,38.03453721,38.182518
590,4,0.6,32,0.8,10.62219,11.526924
591,13,0.6,32,0.8,35.32790619,34.4792
592,22,0.6,32,0.8,40.37027197,39.894997
593,31,0.6,32,0.8,40.44765478,40.11277
594,40,0.6,32,0.8,40.48332701,40.018238
595,4,0.7,32,0.8,10.61126417,11.070847
596,13,0.7,32,0.8,36.24894963,35.59534
597,22,0.7,32,0.8,40.47627323,40.3011
598,31,0.7,32,0.8,40.54227195,40.469418
599,40,0.7,32,0.8,40.57104339,40.392418
600,4,0.2,8,1,5.241305361,5.585364
601,13,0.2,8,1,6.702055164,6.6621532
602,22,0.2,8,1,6.706079024,6.792727
603,31,0.2,8,1,6.705436282,6.8193645
604,40,0.2,8,1,6.70375137,6.701479
605,4,0.3,8,1,6.744301863,6.4579234
606,13,0.3,8,1,9.193839852,8.874175
607,22,0.3,8,1,9.205909195,9.171006
608,31,0.3,8,1,9.206544766,9.313649
609,40,0.3,8,1,9.201157069,9.317882
610,4,0.4,8,1,6.463236038,6.5157604
611,13,0.4,8,1,9.446823669,9.138525
612,22,0.4,8,1,7.427768613,9.1701355
613,31,0.4,8,1,9.453083223,9.20389
614,40,0.4,8,1,9.453724878,9.230852
615,4,0.5,8,1,6.501577819,6.3940034
616,13,0.5,8,1,9.860072127,9.554848
617,22,0.5,8,1,9.872730579,9.421348
618,31,0.5,8,1,9.868162146,9.255691
619,40,0.5,8,1,7.184383432,9.102443
620,4,0.6,8,1,6.635546485,6.1376
621,13,0.6,8,1,10.16017286,9.6110325
622,22,0.6,8,1,10.16641373,9.592726
623,31,0.6,8,1,10.16637092,9.549067
624,40,0.6,8,1,10.16439968,9.481548
625,4,0.7,8,1,4.778148509,5.549873
626,13,0.7,8,1,7.142560323,7.0590987
627,22,0.7,8,1,7.173309497,7.057028
628,31,0.7,8,1,7.110548714,7.056276
629,40,0.7,8,1,7.111095222,7.0712514
630,4,0.2,14,1,8.150930786,8.275674
631,13,0.2,14,1,11.96627517,12.103248
632,22,0.2,14,1,12.03319834,12.374775
633,31,0.2,14,1,12.03630774,12.467872
634,40,0.2,14,1,12.0356827,12.045642
635,4,0.3,14,1,9.047799612,9.246263
636,13,0.3,14,1,15.3922548,15.165212
637,22,0.3,14,1,15.49399852,14.910019
638,31,0.3,14,1,10.77039297,14.459594
639,40,0.3,14,1,15.50134387,14.084629
640,4,0.4,14,1,9.516497008,9.63857
641,13,0.4,14,1,18.28881736,18.078428
642,22,0.4,14,1,18.4243836,18.354221
643,31,0.4,14,1,18.43276119,18.252659
644,40,0.4,14,1,18.4332445,17.94665
645,4,0.5,14,1,9.302551054,9.571688
646,13,0.5,14,1,19.82511132,19.739883
647,22,0.5,14,1,19.97083304,20.103275
648,31,0.5,14,1,19.97930483,20.159237
649,40,0.5,14,1,19.97982256,20.124266
650,4,0.6,14,1,9.174945772,9.326961
651,13,0.6,14,1,20.63232329,20.127872
652,22,0.6,14,1,20.76905482,20.436527
653,31,0.6,14,1,20.77691154,20.50006
654,40,0.6,14,1,20.77704451,20.523733
655,4,0.7,14,1,8.864478357,9.017532
656,13,0.7,14,1,19.67728094,19.38653
657,22,0.7,14,1,19.78290278,19.635317
658,31,0.7,14,1,19.78904211,19.675571
659,40,0.7,14,1,19.78886073,19.69989
660,4,0.2,20,1,11.44761676,11.545114
661,13,0.2,20,1,17.37943619,17.27285
662,22,0.2,20,1,17.81378508,17.833364
663,31,0.2,20,1,17.82150054,17.763105
664,40,0.2,20,1,17.82184017,17.284637
665,4,0.3,20,1,12.30661234,12.903237
666,13,0.3,20,1,22.39332344,22.052698
667,22,0.3,20,1,23.08475416,23.07482
668,31,0.3,20,1,23.10554091,23.204435
669,40,0.3,20,1,23.10797384,23.059721
670,4,0.4,20,1,12.14608095,12.42841
671,13,0.4,20,1,26.3876538,25.937754
672,22,0.4,20,1,27.2936046,27.271034
673,31,0.4,20,1,27.3200621,27.415842
674,40,0.4,20,1,27.32397521,27.320467
675,4,0.5,20,1,11.42679086,11.657322
676,13,0.5,20,1,29.16075883,28.806353
677,22,0.5,20,1,30.16879222,30.169611
678,31,0.5,20,1,30.1980951,30.284399
679,40,0.5,20,1,30.20244291,30.232615
680,4,0.6,20,1,10.72174517,11.250342
681,13,0.6,20,1,30.37979505,30.267284
682,22,0.6,20,1,31.3353019,31.435366
683,31,0.6,20,1,31.36275149,31.521217
684,40,0.6,20,1,31.36718662,31.501534
685,4,0.7,20,1,10.95340968,11.10581
686,13,0.7,20,1,30.99922233,30.605423
687,22,0.7,20,1,31.77938237,31.603804
688,31,0.7,20,1,31.80173356,31.663992
689,40,0.7,20,1,31.80473295,31.655607
690,4,0.2,26,1,14.90880951,15.246539
691,13,0.2,26,1,22.47857771,22.212831
692,22,0.2,26,1,23.76343019,23.713879
693,31,0.2,26,1,23.78040388,23.856274
694,40,0.2,26,1,23.78771217,23.63218
695,4,0.3,26,1,15.54404482,16.1468
696,13,0.3,26,1,28.45065178,28.015556
697,22,0.3,26,1,30.52850175,30.701822
698,31,0.3,26,1,30.55661393,30.949871
699,40,0.3,26,1,30.57146403,30.811325
700,4,0.4,26,1,14.70475684,14.772371
701,13,0.4,26,1,33.10888928,32.85203
702,22,0.4,26,1,35.85299547,35.77854
703,31,0.4,26,1,35.88985393,35.945503
704,40,0.4,26,1,35.90992007,35.81125
705,4,0.5,26,1,13.09311679,13.386284
706,13,0.5,26,1,36.14477708,36.135857
707,22,0.5,26,1,39.21462509,39.388603
708,31,0.5,26,1,39.25498261,39.60309
709,40,0.5,26,1,39.27682391,39.54985
710,4,0.6,26,1,12.30558623,12.672287
711,13,0.6,26,1,38.99213176,38.15076
712,22,0.6,26,1,42.03071124,41.38068
713,31,0.6,26,1,42.06978899,41.631638
714,40,0.6,26,1,42.09079001,41.66681
715,4,0.7,26,1,12.15357695,12.466637
716,13,0.7,26,1,39.50432768,39.039566
717,22,0.7,26,1,41.97624149,41.873848
718,31,0.7,26,1,42.00676568,42.12137
719,40,0.7,26,1,42.02335833,42.20643
720,4,0.2,32,1,17.97504425,18.003546
721,13,0.2,32,1,26.59032244,26.509602
722,22,0.2,32,1,29.12589778,29.915375
723,31,0.2,32,1,29.16812586,30.084288
724,40,0.2,32,1,29.1856116,29.687124
725,4,0.3,32,1,18.63035229,18.864342
726,13,0.3,32,1,33.47273525,32.775665
727,22,0.3,32,1,37.66443791,37.57142
728,31,0.3,32,1,37.73353386,37.874866
729,40,0.3,32,1,37.76513362,37.72311
730,4,0.4,32,1,17.21373463,17.48332
731,13,0.4,32,1,38.55945384,37.263622
732,22,0.4,32,1,44.15720218,43.721355
733,31,0.4,32,1,44.24781006,44.080433
734,40,0.4,32,1,44.29028653,43.951546
735,4,0.5,32,1,15.02428027,15.310897
736,13,0.5,32,1,42.13784717,40.738174
737,22,0.5,32,1,48.51189285,48.249916
738,31,0.5,32,1,48.61274779,48.583126
739,40,0.5,32,1,48.65982515,48.474625
740,4,0.6,32,1,13.50258138,14.0174265
741,13,0.6,32,1,44.88807053,43.266834
742,22,0.6,32,1,51.22089812,50.574318
743,31,0.6,32,1,51.31789015,50.83308
744,40,0.6,32,1,51.29315527,50.730785
745,4,0.7,32,1,13.26792752,13.556378
746,13,0.7,32,1,46.32070138,44.860493
747,22,0.7,32,1,51.60359553,51.288445
748,31,0.7,32,1,51.68121287,51.47964
749,40,0.7,32,1,51.84848321,51.38267
750,25,0.41,30,0.59,23.74901625,23.749594
751,13,0.6,13,0.65,11.84745562,11.562251
752,34,0.42,9,0.81,6.917678553,8.683609
753,40,0.35,14,1,17.05255158,15.997184
754,7,0.33,10,0.97,10.01215571,8.982387
755,15,0.45,31,0.98,41.6902934,40.817787
756,21,0.21,23,0.77,16.71071565,16.860785
757,4,0.32,20,0.78,9.665895709,9.772003
758,7,0.32,29,0.55,11.59546145,12.970448
759,19,0.52,26,0.98,38.75487605,38.845783
760,12,0.57,25,0.61,20.57713442,20.505043
761,6,0.43,25,0.6,10.50267985,11.705546
762,39,0.49,25,0.55,19.61835147,19.622541
763,27,0.59,16,0.78,18.58853831,18.800142
764,4,0.55,27,0.93,11.74145009,12.358486
765,28,0.42,26,0.92,33.32169005,33.953133
766,23,0.2,20,0.51,9.430649623,9.4756155
767,16,0.56,18,0.62,16.46245802,16.363543
768,30,0.3,30,0.62,21.40316079,21.523228
769,23,0.47,31,0.68,30.31273137,30.41566
770,40,0.25,8,0.91,7.940239761,8.347781
771,18,0.32,12,0.54,7.955380256,7.9145613
772,25,0.56,15,0.69,15.00128827,15.334185
773,17,0.28,32,0.99,34.94528573,34.84211
774,18,0.4,32,0.74,31.22860369,31.225899
775,34,0.28,23,0.97,25.09991102,25.071493
776,36,0.58,32,0.73,36.26491659,35.746906
777,9,0.59,26,0.98,29.1622614,29.330612
778,37,0.35,19,0.61,14.29296807,14.397262
779,18,0.51,16,0.84,19.69242726,19.73548
780,16,0.58,8,0.67,7.295000106,7.214087
781,9,0.44,26,0.77,20.25379335,21.548752
782,8,0.29,18,0.63,10.44145964,10.8699465
783,25,0.43,26,0.59,20.83687096,21.084148
784,38,0.29,30,0.58,19.56662128,19.682276
785,23,0.52,24,1,36.51080522,36.721897
786,37,0.27,26,0.77,22.13202055,22.046968
787,24,0.57,9,0.82,9.77490504,9.030515
788,30,0.45,30,0.74,31.32034311,31.920088
789,29,0.21,29,0.56,15.20558172,15.537176
790,23,0.35,24,0.84,25.8957564,25.695105
791,30,0.47,29,0.73,30.80181831,30.974096
792,38,0.41,31,0.6,25.05547057,25.015095
793,27,0.33,32,0.51,19.36906442,19.42909
794,15,0.59,9,0.91,10.71512815,9.675292
795,9,0.45,15,0.73,13.46707034,13.492132
796,17,0.45,28,0.62,23.88516245,23.71844
797,22,0.44,17,0.65,15.13941806,15.412097
798,37,0.47,18,0.84,21.84480668,22.001959
799,18,0.34,16,0.87,16.94947096,17.022766
800,22,0.3,23,0.57,14.86481239,15.097911
801,22,0.51,13,0.59,10.65190682,10.711578
802,9,0.21,21,0.63,10.88780193,10.788939
803,28,0.24,12,0.94,11.03447597,12.171521
804,34,0.36,16,0.75,15.08782056,15.09614
805,6,0.57,13,0.87,11.50519254,8.958179
806,18,0.4,13,0.89,15.01553396,15.257103
807,31,0.47,27,0.79,31.17982673,31.498722
808,17,0.42,22,0.95,29.21703361,29.076601
809,37,0.33,31,0.63,23.77412153,23.706736
810,29,0.37,20,0.83,21.61799617,21.743067
811,23,0.21,23,0.51,11.11900784,11.00389
812,27,0.34,10,0.9,10.54093576,10.117169
813,22,0.49,14,0.94,18.63077774,18.90574
814,34,0.26,20,0.97,20.64612625,20.596937
815,7,0.23,10,0.7,6.695440707,6.4913344
816,30,0.46,20,0.74,21.11880522,21.3039
817,40,0.35,26,0.91,30.31063147,30.553057
818,18,0.4,24,0.5,15.46027799,15.487672
819,29,0.56,20,0.75,22.85336052,22.791218
820,11,0.56,21,0.71,20.39957751,20.348877
821,22,0.39,14,0.83,15.01014881,15.242725
822,31,0.33,20,0.74,17.96638725,18.101454
823,26,0.24,30,0.69,21.18440016,21.291866
824,24,0.43,24,0.67,22.24884049,22.338146
825,28,0.21,18,0.96,11.44191494,15.495826
826,12,0.5,26,0.56,18.47193503,18.64869
827,25,0.5,32,0.86,41.19352588,41.51463
828,33,0.55,16,0.89,21.25641734,21.404646
829,14,0.3,28,0.91,28.13365577,27.741753
830,4,0.2,14,0.81,7.087490431,7.0842843
831,26,0.35,30,0.85,32.46384441,32.81074
832,6,0.51,10,0.98,10.36158897,8.223721
833,30,0.27,24,0.7,18.43526313,18.397377
834,20,0.46,12,0.82,13.19245592,13.75618
835,19,0.27,21,0.61,13.84718453,14.003054
836,19,0.57,13,0.93,17.24598814,17.556425
837,18,0.32,20,0.53,12.42957044,12.403295
838,19,0.29,9,0.7,7.740452668,7.557858
839,31,0.28,26,0.7,20.4260767,20.39175
840,4,0.22,9,0.74,5.368396506,5.125712
841,18,0.34,11,0.75,10.13243492,10.258536
842,15,0.55,10,0.72,9.415389749,8.981224
843,39,0.21,31,0.5,14.43412935,14.580874
844,9,0.54,20,0.62,14.75861836,14.636308
845,34,0.32,14,0.66,11.03640222,11.439318
846,11,0.24,13,0.77,10.11477103,9.939263
847,35,0.4,22,0.91,27.4513043,27.645166
848,28,0.36,23,0.57,16.32498554,16.612823
849,9,0.51,24,0.99,26.40798887,27.733936
850,33,0.56,32,0.84,41.50274103,41.927147
851,24,0.49,31,0.64,28.74773011,28.894691
852,10,0.23,22,0.96,18.40555331,18.435308
853,36,0.31,11,0.58,6.087664677,7.769944
854,39,0.46,31,0.86,38.82351629,38.940533
855,6,0.57,20,0.64,10.24861571,8.607265
856,33,0.21,32,0.5,14.86950943,15.142039
857,28,0.43,22,0.93,29.0394945,29.344767
858,4,0.56,28,0.99,12.77991701,13.246997
859,10,0.27,22,0.86,18.11931334,18.185488
860,20,0.28,16,0.67,11.93436208,12.125824
861,20,0.56,22,0.79,26.75288736,26.630081
862,31,0.47,26,0.59,21.74364243,21.826416
863,9,0.43,32,1,29.43877873,28.645247
864,29,0.54,10,0.8,10.52196059,9.993975
865,22,0.23,8,0.79,6.771374493,6.5913343
866,40,0.46,15,0.54,11.04775505,11.074607
867,38,0.25,21,0.7,15.24662988,15.181458
868,11,0.38,20,0.73,17.45580727,17.564043
869,16,0.42,26,0.67,23.32591626,23.175016
870,10,0.44,27,0.77,22.72310191,23.178795
871,18,0.44,27,0.91,34.80383838,34.905296
872,9,0.21,20,0.75,12.37080557,12.421136
873,25,0.45,9,0.57,7.03563709,6.6929913
874,12,0.29,16,0.94,16.23453577,16.232533
875,14,0.31,29,0.82,26.41177347,25.985138
876,7,0.5,18,0.74,13.35889972,12.652177
877,18,0.47,18,0.76,19.60019457,19.629585
878,20,0.43,16,0.57,12.18548894,12.3330145
879,34,0.2,22,0.91,18.0277184,18.078136
880,21,0.55,13,0.67,12.36575831,12.395625
881,6,0.34,27,0.86,16.21619403,18.381271
882,37,0.28,9,0.85,8.936697673,8.803578
883,9,0.27,18,0.92,15.39589872,16.12732
884,4,0.3,28,0.87,14.36255499,14.913482
885,39,0.25,27,0.81,23.18161345,23.034061
886,8,0.34,19,0.67,12.11699837,12.813947
887,33,0.51,23,0.57,18.9486893,18.983276
888,7,0.22,9,0.61,5.851394959,5.592687
889,5,0.43,23,0.64,9.427455931,9.675532
890,33,0.57,18,0.83,22.85524478,22.820791
891,20,0.37,11,0.96,12.8364326,12.791716
892,7,0.48,29,0.72,15.88409021,18.211279
893,30,0.5,25,0.71,26.24843262,26.399769
894,39,0.3,18,0.78,16.11350683,15.896506
895,39,0.57,18,0.89,24.61993342,24.622944
896,35,0.25,25,0.76,20.02857356,19.948517
897,9,0.46,28,0.93,25.57847887,26.629713
898,10,0.3,13,0.87,12.34070802,12.424105
899,6,0.35,19,0.89,13.34485643,14.908526
900,25,0.31,9,0.73,7.908909108,7.9842253
901,29,0.46,19,0.62,16.52562061,16.709438
902,33,0.21,8,0.95,6.849562495,6.8730984
903,29,0.3,10,0.59,7.114055341,6.8925014
904,36,0.3,29,0.51,16.69250604,16.913803
905,30,0.4,16,0.84,17.79946038,18.056974
906,19,0.51,18,0.74,19.6536198,19.624437
907,9,0.52,23,0.79,20.70227197,21.615067
908,30,0.42,19,0.69,17.90168462,18.074549
909,38,0.49,30,0.73,32.37888359,32.33111
910,16,0.23,22,0.84,18.18508051,17.976841
911,19,0.4,32,0.52,21.42725905,21.368837
912,24,0.47,25,0.65,23.31040818,23.305906
913,18,0.4,23,0.7,21.52479667,21.452946
914,27,0.52,14,0.68,13.66697124,13.796717
915,24,0.49,30,0.52,21.91817249,22.026867
916,11,0.39,27,0.69,20.6498462,20.90974
917,19,0.2,28,0.5,12.69745336,12.671831
918,33,0.52,10,0.68,9.258367247,8.532022
919,17,0.2,20,0.84,15.3388029,15.548008
920,4,0.49,22,0.78,9.183441683,9.487662
921,9,0.37,14,0.79,12.75950387,12.973657
922,5,0.27,13,0.8,7.916269883,7.7803183
923,37,0.47,30,0.91,40.1048187,40.559864
924,22,0.45,27,0.93,36.26168468,36.53339
925,35,0.27,10,0.53,6.279564024,6.0742364
926,16,0.39,29,0.64,23.92193359,23.48664
927,13,0.28,30,0.76,22.9627005,22.847183
928,35,0.3,10,0.97,10.61968841,10.225995
929,20,0.58,21,0.78,25.28744156,25.090408
930,19,0.36,17,0.82,17.56047932,17.705248
931,24,0.43,23,0.7,22.39877045,22.44477
932,17,0.23,26,0.53,13.48925318,13.482679
933,6,0.27,16,0.73,9.170605273,9.863273
934,25,0.36,24,0.75,23.09582331,23.1625
935,13,0.56,11,0.7,10.55315993,10.060511
936,23,0.35,13,0.69,11.23597051,11.549788
937,17,0.59,14,0.6,11.90350625,11.798021
938,18,0.22,28,0.5,13.33538693,13.318235
939,14,0.32,12,0.81,11.42164213,11.755131
940,17,0.42,14,0.85,15.88556599,16.21201
941,7,0.37,32,0.97,22.70601078,23.47209
942,18,0.28,32,0.9,31.9127825,31.951723
943,32,0.39,32,0.71,29.98423982,30.449795
944,19,0.36,17,0.76,16.34314893,16.458477
945,19,0.48,12,0.53,8.738572646,8.733475
946,28,0.24,9,0.76,7.676283503,7.494151
947,24,0.41,17,0.66,14.93555765,15.20575
948,10,0.41,21,0.63,15.18468864,15.518841
949,11,0.29,23,0.82,19.40014594,19.228178
950,23,0.6,27,0.67,27.86953168,27.662624
951,14,0.39,8,0.97,9.239132751,8.98063
952,40,0.52,29,0.8,35.49690815,35.218174
953,35,0.24,12,0.94,11.03458885,12.293162
954,30,0.34,28,0.76,26.74445692,26.733002
955,10,0.57,17,0.88,20.7786235,20.621258
956,30,0.6,27,0.93,40.32640794,40.15568
957,14,0.26,24,0.61,15.11654337,15.094764
958,25,0.28,28,0.91,28.66410591,28.97804
959,20,0.52,24,0.69,24.70744504,24.523779
960,24,0.53,29,0.79,35.16162308,34.95031
961,32,0.34,21,0.65,16.72356263,16.935373
962,23,0.57,25,0.7,26.83656284,26.682838
963,17,0.2,23,0.53,11.20103003,11.024342
964,32,0.55,16,0.62,14.36771753,14.522362
965,9,0.58,18,0.95,22.32513741,22.151957
966,13,0.28,11,0.62,7.786175195,7.5622816
967,21,0.57,15,0.91,20.29986743,20.307848
968,34,0.52,16,0.74,17.31800061,17.560686
969,19,0.38,24,0.86,27.4413725,27.36441
970,33,0.25,23,0.87,20.94785817,21.042707
971,20,0.31,20,0.99,23.33386171,23.224525
972,6,0.2,20,0.67,9.079187425,9.75641
973,20,0.29,19,0.68,14.56115731,14.719557
974,37,0.47,23,0.63,20.68739636,20.742233
,,,,,51.84848321,
